qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,random,random_reduced,graycode_reduced,gleinig,topdown,dcsp,bdsp,merge,cvoqram,pivot,isometry,ucg
120,758,60,47,55,746,740,751,58,54,23,239,273,239,23,130,122,120,120
120,741,35,57,37,746,739,752,45,33,23,240,238,167,23,119,96,120,120
114,746,59,35,33,739,737,752,70,39,22,226,224,260,22,118,116,114,114
120,741,26,35,45,742,740,741,56,38,16,240,210,204,16,86,111,120,120
120,745,49,46,49,743,742,752,62,36,18,240,343,296,18,144,113,120,120
120,763,42,52,36,748,744,753,72,53,22,222,385,336,22,139,102,120,120
120,750,52,26,43,740,740,753,68,32,30,226,273,221,30,147,118,120,120
120,749,61,44,51,742,738,744,98,79,20,230,301,289,20,150,117,120,120
108,753,49,47,42,743,742,749,78,70,18,214,280,230,18,140,105,108,120
120,753,48,52,53,748,746,749,62,38,32,236,322,248,32,133,97,120,120
120,750,74,33,33,739,737,748,48,52,21,224,329,270,21,110,115,120,120
120,744,48,49,51,746,743,751,67,66,27,240,266,211,27,94,79,120,120
120,755,50,54,63,750,744,748,67,51,28,240,266,258,28,103,82,120,120
120,744,37,40,34,735,734,753,60,51,22,239,168,161,22,94,97,120,120
120,754,77,39,43,745,740,754,70,54,19,228,378,334,19,159,102,120,120
120,751,44,51,51,747,742,755,55,58,32,240,294,253,32,131,103,120,120
120,757,42,34,41,749,745,763,57,61,30,240,273,205,30,145,119,120,120
120,758,76,48,58,744,743,761,88,65,27,240,329,291,27,160,85,120,120
120,748,41,30,46,743,742,744,74,58,19,240,322,253,19,150,84,120,120
58,746,49,35,42,740,736,741,87,37,22,178,273,241,22,86,98,58,58
120,750,50,55,54,743,739,747,55,58,31,236,259,238,31,154,123,120,120
114,750,41,38,36,743,739,759,76,56,21,230,336,294,21,168,120,114,114
120,754,47,55,56,753,747,761,64,38,38,240,357,299,38,126,114,120,120
120,747,52,37,44,740,735,750,76,63,32,236,273,251,32,133,114,120,120
120,744,58,36,43,742,738,755,87,48,19,218,329,289,19,152,118,120,120
102,752,36,41,40,746,740,756,68,43,21,214,301,282,21,130,115,102,120
120,749,45,37,40,743,741,747,70,66,31,216,280,202,31,103,97,120,120
120,752,61,31,20,735,735,757,40,77,17,240,287,266,17,126,124,120,120
120,750,78,35,55,738,736,753,77,70,22,236,308,268,22,152,101,120,120
120,750,44,71,53,746,737,741,64,56,20,236,301,252,20,120,117,120,120
120,750,41,37,39,741,741,761,73,54,19,210,301,267,19,113,113,120,120
120,752,72,42,41,739,737,754,95,64,25,236,280,239,25,140,115,120,120
120,747,51,32,33,738,738,755,91,54,15,204,245,231,15,106,114,120,120
120,750,47,43,46,740,740,761,90,65,17,240,273,297,17,118,117,120,120
120,749,54,37,40,744,742,754,62,60,27,240,343,318,27,129,102,120,120
120,750,53,44,44,739,738,751,46,62,31,232,301,256,31,143,112,120,120
120,754,49,50,54,745,739,759,66,45,33,240,280,270,33,112,102,120,120
120,747,41,41,41,745,739,747,53,57,22,212,357,278,22,122,118,120,120
120,750,44,41,47,745,740,761,59,36,25,240,350,289,25,169,119,120,120
120,760,84,33,34,736,737,753,62,62,16,230,371,340,16,157,101,120,120
120,754,51,53,52,748,747,754,72,47,29,236,336,295,29,127,115,120,120
120,748,41,33,55,740,738,749,50,40,21,240,210,212,21,83,98,120,120
120,756,34,30,38,746,744,751,49,45,26,240,336,301,26,145,117,120,120
120,755,60,24,30,737,737,753,76,56,20,230,280,282,20,130,101,120,120
120,753,87,48,47,744,741,753,105,48,21,220,322,290,21,143,118,120,120
120,744,48,60,40,744,738,754,68,47,19,223,252,210,19,120,97,120,120
120,746,41,24,34,740,740,748,60,39,22,234,238,235,22,115,111,120,120
116,747,41,35,41,739,736,744,51,68,21,228,364,356,21,151,116,116,120
120,748,43,47,34,741,739,757,58,48,26,206,287,250,26,126,102,120,120
120,746,50,33,51,738,736,754,67,62,25,232,322,259,25,144,116,120,120
120,746,57,20,26,733,733,760,67,41,21,240,280,252,21,164,120,120,120
120,754,47,37,43,743,742,749,49,63,26,232,266,302,26,109,117,120,120
118,748,43,43,47,747,743,755,51,57,24,238,343,302,24,133,117,118,118
120,742,37,31,32,736,734,753,52,51,22,216,266,237,22,112,113,120,120
120,754,47,39,45,742,741,753,76,45,21,240,273,289,21,110,114,120,120
120,758,47,52,58,749,748,756,58,69,22,232,266,232,22,125,85,120,120
120,750,41,39,49,749,742,761,61,51,41,232,350,319,41,154,108,120,120
120,756,44,30,50,749,747,753,74,62,30,236,336,302,30,121,112,120,120
120,742,28,33,42,742,733,744,82,48,20,240,301,257,20,120,111,120,120
120,750,62,44,44,750,743,761,79,63,23,234,280,267,23,130,103,120,120
120,744,46,22,42,739,738,762,75,46,17,222,378,324,17,151,118,120,120
120,750,49,24,42,740,738,744,43,51,19,232,266,248,19,129,119,120,120
120,752,45,28,53,746,741,750,88,50,23,240,273,255,23,105,118,120,120
120,752,64,37,32,743,737,747,45,57,28,240,252,301,28,124,115,120,120
120,753,56,41,45,746,744,760,77,58,22,240,315,282,22,132,116,120,120
120,752,47,41,52,746,745,753,55,60,24,222,266,266,24,127,112,120,120
120,750,45,46,43,742,741,753,70,52,19,222,315,259,19,133,116,120,120
118,755,61,40,59,746,746,760,70,58,26,238,343,307,26,140,116,118,118
120,748,45,45,59,748,747,754,77,41,30,238,364,305,30,129,99,120,120
120,750,45,41,51,745,745,761,62,45,19,238,308,221,19,143,115,120,120
90,744,30,35,26,739,736,758,62,38,25,194,238,224,25,80,79,90,90
120,760,63,40,49,754,750,750,69,64,28,222,357,331,28,130,102,120,120
106,742,46,32,41,739,734,751,67,46,26,196,245,221,26,87,115,106,106
120,760,53,47,55,752,744,763,56,41,26,240,294,298,26,112,99,120,120
120,755,58,48,47,745,743,756,49,55,21,224,287,258,21,109,97,120,120
118,749,43,41,40,746,744,751,76,57,25,238,273,277,25,126,119,118,118
120,752,56,39,51,744,744,749,56,48,28,234,287,244,28,151,113,120,120
120,748,103,47,70,737,736,747,77,54,17,234,315,239,17,155,119,120,120
118,756,51,58,76,753,748,760,80,50,33,236,336,313,33,121,118,118,118
120,752,54,52,54,747,743,754,69,62,34,232,378,329,34,151,119,120,120
120,748,34,55,44,752,742,753,74,48,22,212,252,266,22,94,101,120,120
120,743,37,33,36,739,738,756,58,33,31,238,301,267,31,121,116,120,120
120,743,53,45,36,740,736,748,53,62,21,240,322,265,21,116,119,120,120
120,752,56,49,47,746,744,754,61,58,24,240,322,274,24,148,118,120,120
120,749,59,35,43,741,739,754,58,30,21,240,301,255,21,173,121,120,120
118,742,35,22,39,738,736,758,45,46,15,226,259,183,15,111,77,118,118
120,758,58,30,37,744,742,761,77,52,27,224,322,261,27,145,116,120,120
120,753,55,54,55,751,747,756,64,58,30,240,315,253,30,117,98,120,120
120,748,50,37,43,743,742,746,49,49,18,240,392,329,18,122,110,120,120
120,760,73,37,61,742,738,760,69,45,21,198,294,245,21,126,104,120,120
120,755,55,26,34,739,739,753,86,49,20,228,273,224,20,127,115,120,120
120,746,30,44,24,738,737,745,68,24,17,204,322,250,17,118,98,120,120
120,748,43,47,56,752,746,750,67,56,22,228,336,292,22,130,116,120,120
114,754,56,41,49,746,740,754,70,54,26,230,357,275,26,124,120,114,114
120,748,50,22,37,738,738,762,75,57,25,240,343,250,25,125,114,120,120
120,756,56,34,50,741,742,759,58,34,25,234,273,230,25,119,116,120,120
120,748,41,48,54,743,739,760,75,54,23,230,322,260,23,147,115,120,120
120,749,63,35,56,742,737,748,66,55,31,228,329,269,31,149,118,120,120
120,758,53,41,47,748,746,758,58,49,26,230,308,266,26,131,110,120,120
118,754,35,41,45,744,745,762,65,43,26,236,357,301,26,140,107,118,118
114,748,51,35,57,740,740,757,62,45,20,234,315,266,20,162,120,114,120
120,745,43,30,46,744,744,764,43,59,23,230,287,253,23,128,116,120,120
120,754,57,53,46,746,739,758,66,51,28,240,357,283,28,151,106,120,120
118,749,52,48,56,742,743,755,62,70,20,226,420,363,20,164,117,118,118
120,749,62,39,38,744,741,754,93,66,20,216,315,337,20,129,120,120,120
120,752,61,28,39,741,741,758,66,39,27,234,266,234,27,121,99,120,120
120,744,53,33,40,739,737,752,60,46,29,220,301,214,29,124,113,120,120
120,750,54,33,46,740,738,760,70,55,29,240,280,269,29,140,112,120,120
120,757,60,52,66,748,744,751,73,58,23,224,413,336,23,160,117,120,120
120,749,50,24,43,741,740,750,71,39,20,240,252,177,20,132,95,120,120
120,747,62,31,31,735,733,755,55,67,22,232,203,167,22,154,117,120,120
120,745,49,38,38,744,741,759,68,55,20,220,329,288,20,132,98,120,120
120,753,43,48,50,746,740,752,43,41,30,240,252,219,30,117,110,120,120
120,752,62,37,43,742,741,751,42,32,32,240,378,318,32,150,100,120,120
118,746,58,44,49,742,736,749,52,58,21,238,315,225,21,177,121,118,118
118,749,54,28,46,742,741,754,63,43,27,204,294,244,27,128,119,118,120
120,750,74,31,32,740,737,756,87,74,16,240,378,295,16,167,103,120,120
120,748,50,30,43,742,736,747,47,27,24,240,238,228,24,108,101,120,120
120,753,68,50,49,745,742,751,64,50,25,240,287,229,25,119,98,120,120
118,743,28,24,30,739,739,753,42,42,20,224,259,266,20,88,112,118,118
120,758,54,52,43,747,744,763,68,55,19,240,350,355,19,143,102,120,120
120,746,30,52,55,748,742,748,51,57,25,212,245,225,25,87,103,120,120
120,752,56,52,45,749,744,753,47,51,29,232,280,266,29,133,107,120,120
120,747,52,49,47,746,742,753,45,53,30,226,357,312,30,141,115,120,120
120,742,66,22,57,738,735,744,74,77,20,240,336,221,20,142,79,120,120
120,747,51,41,49,740,736,747,57,46,25,218,273,245,25,138,114,120,120
120,760,62,39,42,743,742,749,68,59,24,232,266,203,24,127,112,120,120
120,754,54,37,44,742,740,758,77,37,25,232,294,225,25,168,112,120,120
120,739,32,33,31,740,737,749,75,28,24,232,350,236,24,146,118,120,120
120,748,60,51,50,748,740,750,62,71,34,240,217,250,34,114,118,120,120
120,740,30,16,26,733,733,740,63,24,20,240,189,200,20,68,97,120,120
120,748,51,39,42,745,744,748,59,53,25,212,420,324,25,143,105,120,120
120,751,52,47,32,743,739,756,62,63,23,240,245,217,23,149,112,120,120
120,750,52,48,41,746,741,758,97,52,33,230,357,279,33,140,115,120,120
120,758,62,41,44,745,743,757,61,36,24,220,308,259,24,124,113,120,120
120,755,58,61,57,746,743,759,67,64,25,234,280,250,25,152,125,120,120
120,756,56,48,52,744,740,746,60,32,20,236,259,200,20,105,112,120,120
120,740,45,33,30,737,734,742,66,35,24,240,252,248,24,131,115,120,120
120,747,41,46,45,742,740,762,89,58,29,223,245,220,29,126,112,120,120
106,748,52,39,46,744,740,758,100,47,20,206,336,242,20,145,115,106,106
120,748,31,22,31,740,735,746,37,30,16,240,238,249,16,98,119,120,120
118,744,57,35,45,740,738,744,59,43,23,194,280,165,23,139,111,118,118
120,760,65,39,52,745,743,756,53,65,28,240,301,256,28,121,118,120,120
120,744,55,31,42,737,738,748,58,60,16,240,231,227,16,83,96,120,120
120,755,60,48,44,745,746,756,77,78,27,236,308,296,27,110,98,120,120
120,755,60,35,34,738,738,747,65,42,23,238,252,175,23,108,96,120,120
120,752,57,30,54,744,742,752,43,42,20,216,301,258,20,131,121,120,120
120,757,47,32,35,741,739,758,63,43,22,220,329,327,22,133,113,120,120
120,750,52,35,24,739,739,761,45,48,20,240,287,214,20,110,113,120,120
120,746,47,34,47,741,742,744,55,38,22,240,182,122,22,96,83,120,120
120,750,54,40,40,744,744,756,62,72,23,240,315,223,23,146,122,120,120
120,746,80,62,69,740,738,748,103,47,20,240,322,242,20,164,123,120,120
120,751,76,29,30,735,733,755,83,56,30,236,322,323,30,154,117,120,120
120,753,49,54,45,742,736,750,88,57,32,226,231,252,32,91,101,120,120
120,762,73,32,46,744,743,753,55,48,27,240,301,280,27,136,121,120,120
120,754,56,39,39,744,742,753,62,53,36,216,294,336,36,129,119,120,120
120,744,48,37,42,744,742,745,58,47,23,236,371,276,23,155,119,120,120
120,750,48,51,46,747,744,743,76,70,30,240,273,307,30,114,105,120,120
120,750,54,46,35,744,739,749,67,54,21,228,280,232,21,118,117,120,120
120,753,47,43,42,747,745,758,58,53,23,234,266,220,23,129,116,120,120
120,754,67,39,52,744,742,756,81,53,22,228,259,209,22,142,121,120,120
120,754,47,43,47,749,746,752,55,70,26,226,315,279,26,129,102,120,120
120,745,49,33,38,740,739,754,95,49,26,198,273,235,26,115,97,120,120
120,754,65,28,41,745,741,757,62,55,23,234,273,233,23,121,118,120,120
120,751,86,20,59,740,736,745,64,20,20,240,315,229,20,154,118,120,120
120,746,41,35,33,740,740,755,95,50,19,236,385,325,19,153,98,120,120
120,758,64,45,39,750,741,757,72,56,25,240,329,304,25,139,115,120,120
120,738,28,28,37,736,732,746,47,47,24,240,273,243,24,80,100,120,120
120,743,39,35,35,741,739,749,59,50,25,236,273,221,25,129,99,120,120
120,746,50,35,49,742,737,753,60,75,21,240,203,238,21,125,103,120,120
120,756,56,42,41,740,735,751,47,68,20,238,273,248,20,111,113,120,120
120,744,39,33,50,739,739,750,106,41,25,240,280,271,25,100,96,120,120
120,752,62,40,66,746,740,752,93,51,30,240,378,261,30,144,113,120,120
120,757,63,43,46,747,744,759,73,62,28,220,343,292,28,139,114,120,120
120,747,40,41,47,744,744,756,48,56,20,238,399,307,20,149,118,120,120
120,739,43,33,44,738,738,742,79,41,24,240,217,158,24,101,113,120,120
120,747,73,35,52,746,739,753,86,37,28,202,385,278,28,154,117,120,120
120,747,47,56,51,742,736,751,42,48,28,236,280,253,28,104,96,120,120
120,753,51,42,54,749,744,759,80,47,28,234,336,290,28,155,104,120,120
120,745,60,42,48,739,737,758,77,24,19,240,238,223,19,133,104,120,120
120,756,52,35,45,739,736,750,75,53,24,240,217,184,24,118,89,120,120
120,759,74,62,57,745,740,753,87,57,29,238,294,287,29,103,103,120,120
120,754,68,23,46,742,742,752,75,52,18,236,266,237,18,106,98,120,120
120,766,68,37,43,742,742,762,52,42,21,212,294,238,21,136,114,120,120
120,750,45,38,36,745,742,753,76,54,27,230,420,333,27,152,117,120,120
114,751,46,38,48,744,738,758,54,48,22,226,322,244,22,128,120,114,114
120,753,56,28,47,742,742,758,61,56,30,228,203,181,30,112,113,120,120
120,749,43,39,42,744,744,749,57,47,24,222,357,286,24,159,113,120,120
120,746,39,50,57,745,741,749,74,34,20,236,308,264,20,116,116,120,120
120,766,74,28,48,744,744,760,70,55,22,236,322,316,22,151,98,120,120
120,748,43,50,58,747,744,746,68,59,28,228,308,304,28,111,118,120,120
120,753,67,52,60,754,742,753,77,58,30,240,308,312,30,131,86,120,120
120,746,40,48,41,744,742,752,66,57,27,231,301,235,27,120,121,120,120
120,741,35,35,53,742,742,758,55,62,25,238,378,303,25,129,99,120,120
120,742,38,35,37,739,738,748,44,38,19,240,252,210,19,79,116,120,120
120,760,64,45,49,748,744,757,68,40,32,212,301,282,32,138,109,120,120
120,754,57,37,41,743,739,754,67,51,20,228,259,171,20,147,118,120,120
120,745,36,37,51,743,743,750,60,54,32,238,315,309,32,109,114,120,120
120,744,41,39,54,742,740,750,49,62,20,210,252,278,20,99,98,120,120
120,750,45,54,52,747,746,766,70,55,31,240,350,343,31,132,116,120,120
120,758,50,37,41,742,738,752,87,45,30,240,175,162,30,101,122,120,120
120,757,51,55,56,753,746,753,74,34,26,236,280,233,26,140,123,120,120
120,749,62,48,58,744,742,751,58,65,17,232,336,259,17,149,103,120,120
120,747,48,38,39,736,732,750,49,80,24,237,252,233,24,110,109,120,120
120,745,48,39,47,746,744,752,68,68,30,228,294,274,30,138,114,120,120
120,753,75,35,36,738,739,754,56,47,29,230,322,287,29,143,120,120,120
120,747,52,35,35,741,742,753,47,67,27,240,294,208,27,129,118,120,120
120,749,54,39,39,742,740,755,69,35,19,238,420,318,19,146,116,120,120
120,754,58,35,41,743,744,754,54,50,21,236,343,234,21,185,120,120,120
120,752,37,94,62,747,743,754,49,56,31,218,364,280,31,141,100,120,120
120,752,47,39,59,747,746,760,83,63,22,230,350,311,22,145,82,120,120
120,744,43,24,41,739,737,742,91,39,25,224,378,260,25,151,117,120,120
120,762,74,46,45,743,741,751,30,54,31,230,378,316,31,146,120,120,120
120,755,55,39,45,744,740,750,49,50,31,236,336,258,31,150,106,120,120
120,759,74,41,55,744,745,756,55,55,26,234,322,255,26,119,100,120,120
120,746,48,28,50,738,736,750,66,33,26,224,301,237,26,130,106,120,120
120,754,49,28,40,742,741,762,60,56,21,240,301,267,21,132,117,120,120
120,757,79,36,38,742,738,754,46,43,19,240,329,280,19,111,88,120,120
118,750,45,53,56,752,744,760,92,69,28,238,294,240,28,108,88,118,120
120,742,35,24,43,740,740,754,79,53,29,240,315,240,29,116,98,120,120
120,740,43,31,43,738,734,745,69,46,22,240,189,149,22,114,113,120,120
120,750,63,21,30,738,736,751,75,37,32,240,357,287,32,156,121,120,120
116,746,36,34,47,741,741,760,47,52,20,236,364,304,20,137,121,116,120
120,756,56,50,50,747,743,751,77,54,27,234,287,232,27,140,120,120,120
120,754,64,37,39,744,741,747,57,45,26,240,280,223,26,151,120,120,120
120,751,76,26,34,739,736,750,53,51,21,238,245,228,21,138,102,120,120
120,752,56,26,46,741,741,752,57,51,25,240,210,184,25,107,116,120,120
120,743,36,35,43,742,740,758,67,57,27,226,294,235,27,155,112,120,120
120,749,61,50,49,744,740,752,83,56,22,240,315,263,22,127,118,120,120
120,757,61,39,50,743,741,755,80,40,22,234,378,312,22,140,86,120,120
120,749,52,31,28,736,733,749,85,61,22,240,308,231,22,135,98,120,120
120,752,56,37,49,743,742,752,61,47,31,218,336,283,31,137,113,120,120
120,752,64,26,36,738,737,757,75,25,26,234,329,277,26,129,116,120,120
120,742,53,31,37,738,736,754,68,68,26,240,294,230,26,139,111,120,120
120,746,39,33,20,738,736,747,53,81,20,240,329,289,20,140,120,120,120
120,749,61,48,48,743,739,751,52,52,30,240,273,228,30,143,104,120,120
120,754,67,35,43,739,738,754,59,64,24,234,329,254,24,143,115,120,120
120,750,54,48,59,741,741,746,73,37,26,220,196,178,26,112,87,120,120
120,754,58,47,41,742,740,758,88,53,25,240,238,236,25,113,87,120,120
120,744,45,31,29,738,735,752,63,35,22,234,364,260,22,138,116,120,120
120,751,45,44,69,743,740,751,47,45,27,238,301,294,27,109,111,120,120
120,757,50,43,45,750,745,758,62,62,27,236,336,299,27,119,100,120,120
120,755,47,51,42,748,745,751,60,47,24,216,315,305,24,132,125,120,120
58,745,48,53,50,739,737,748,91,46,23,174,357,300,23,112,120,58,58
120,746,50,43,47,746,742,747,94,52,26,232,301,257,26,120,116,120,120
118,748,68,35,40,739,737,756,75,37,22,238,287,232,22,142,115,118,118
120,752,46,46,30,744,740,753,59,56,21,234,273,233,21,109,115,120,120
114,747,58,52,60,747,740,752,59,59,19,228,315,283,19,131,118,114,114
120,746,57,56,42,743,738,744,47,57,21,232,266,211,21,133,116,120,120
116,752,47,39,38,746,744,760,76,60,29,235,280,228,29,151,113,116,120
120,754,56,51,53,746,745,755,54,60,28,240,364,342,28,155,121,120,120
120,742,40,54,47,739,735,746,85,64,27,240,252,200,27,126,117,120,120
120,744,26,35,43,744,743,749,57,60,19,228,252,252,19,91,101,120,120
120,750,55,48,39,746,741,745,47,76,28,240,301,229,28,123,118,120,120
120,762,55,47,48,743,741,754,66,68,33,240,273,245,33,136,119,120,120
120,738,52,42,37,740,732,751,110,93,17,240,280,219,17,148,118,120,120
120,753,56,35,38,740,738,751,63,45,20,218,280,267,20,119,115,120,120
120,747,43,26,37,741,737,746,85,51,25,240,343,241,25,164,117,120,120
120,752,59,46,61,740,739,740,61,79,25,240,308,244,25,115,120,120,120
120,753,56,50,55,747,742,744,55,46,28,226,315,251,28,149,107,120,120
118,750,53,39,39,744,744,750,45,58,30,210,329,255,30,138,118,118,118
120,744,47,32,34,745,736,752,57,92,20,238,343,219,20,146,101,120,120
120,758,60,43,59,750,750,758,64,45,24,236,266,260,24,114,88,120,120
120,748,54,39,50,744,743,760,72,49,19,210,315,252,19,108,104,120,120
120,746,39,33,34,740,738,748,78,42,20,208,259,166,20,114,120,120,120
120,745,41,45,42,744,740,755,88,34,23,228,350,297,23,131,115,120,120
120,749,41,31,60,740,737,751,74,33,24,240,287,215,24,116,98,120,120
120,756,45,35,33,739,738,756,46,58,29,238,294,258,29,147,120,120,120
120,744,76,34,38,738,735,750,54,40,21,240,294,321,21,133,115,120,120
106,740,24,37,24,742,740,750,60,56,19,204,301,226,19,126,109,106,106
120,750,43,50,42,747,741,745,66,50,20,240,322,263,20,144,101,120,120
120,754,47,46,39,744,742,758,68,51,29,208,252,230,29,110,98,120,120
120,752,56,39,44,743,742,768,71,54,24,224,364,286,24,160,117,120,120
120,752,47,43,59,750,744,749,42,36,27,240,315,283,27,135,114,120,120
120,751,45,35,26,738,737,747,53,44,21,224,294,247,21,137,110,120,120
120,746,50,39,40,743,740,752,53,55,23,238,322,253,23,158,118,120,120
120,754,56,50,39,747,740,759,76,50,23,226,280,238,23,138,107,120,120
120,744,70,48,61,744,742,752,70,67,20,225,315,230,20,137,114,120,120
120,755,40,37,44,745,744,758,49,44,19,220,287,257,19,112,115,120,120
120,747,48,26,36,738,739,762,89,54,20,240,364,303,20,134,121,120,120
90,738,31,43,35,739,732,745,84,31,21,210,210,212,21,86,99,90,90
120,746,37,31,34,738,734,748,52,48,32,240,210,179,32,109,112,120,120
120,752,53,24,35,740,739,754,44,54,20,230,294,263,20,156,125,120,120
120,755,59,35,43,742,742,746,58,46,30,240,322,241,30,178,123,120,120
120,753,56,26,25,739,738,754,78,40,21,228,329,282,21,152,115,120,120
120,756,60,56,53,751,748,756,64,43,23,232,385,346,23,138,112,120,120
120,753,66,40,38,745,742,746,51,53,25,236,301,298,25,125,118,120,120
118,743,38,46,38,743,738,750,67,57,24,238,329,319,24,127,102,118,118
120,748,60,22,28,737,737,750,60,47,29,208,252,230,29,104,78,120,120
120,748,53,33,33,740,740,758,49,32,20,210,343,260,20,120,113,120,120
120,745,41,43,49,746,744,749,52,62,30,240,357,317,30,131,115,120,120
120,757,51,39,48,747,743,747,55,58,20,236,350,330,20,138,111,120,120
120,753,64,37,58,740,742,759,67,37,22,240,371,281,22,122,97,120,120
120,752,45,33,28,740,740,748,43,27,23,214,315,275,23,119,116,120,120
118,742,35,40,38,740,739,752,65,72,21,232,287,232,21,119,113,118,118
120,743,41,26,36,739,736,748,75,52,16,236,273,261,16,136,110,120,120
120,747,33,46,32,740,737,754,66,26,17,210,315,219,17,113,97,120,120
120,750,52,44,48,741,738,749,53,88,23,224,245,204,23,95,97,120,120
120,762,64,44,34,739,737,755,69,57,27,240,336,287,27,105,115,120,120
120,749,45,39,48,744,744,766,50,52,28,240,266,231,28,133,106,120,120
120,756,70,39,63,748,746,758,75,49,27,222,378,298,27,167,115,120,120
120,746,41,37,51,740,738,748,81,61,19,230,357,342,19,151,100,120,120
120,744,77,40,49,742,738,750,63,57,17,226,371,297,17,164,116,120,120
120,755,60,39,47,748,746,752,56,58,33,232,266,252,33,128,115,120,120
120,746,43,45,48,749,742,757,64,44,29,240,294,255,29,164,124,120,120
120,751,87,44,42,742,740,754,101,62,29,235,301,249,29,156,120,120,120
120,754,57,56,58,752,746,756,51,48,29,226,343,266,29,159,125,120,120
120,747,53,35,44,745,743,756,65,42,23,240,329,273,23,119,115,120,120
120,747,59,24,65,741,739,745,37,64,20,240,392,249,20,178,122,120,120
106,750,50,36,47,740,740,751,65,53,20,226,280,283,20,147,117,106,106
120,756,56,52,44,748,743,756,60,62,24,236,259,260,24,119,99,120,120
120,755,50,32,63,743,743,753,40,51,24,232,315,283,24,150,121,120,120
120,747,42,83,64,747,736,748,41,45,24,232,273,252,24,121,102,120,120
120,745,39,33,25,739,736,744,42,41,18,236,266,171,18,134,115,120,120
120,754,38,62,47,745,744,758,50,41,29,236,308,295,29,152,119,120,120
120,754,55,47,46,741,737,754,71,32,27,240,245,222,27,121,118,120,120
120,752,45,43,43,747,742,760,57,36,29,234,329,296,29,125,111,120,120
118,749,48,52,51,747,745,754,69,70,29,238,245,233,29,103,84,118,118
120,761,64,30,51,746,741,765,64,40,30,224,280,267,30,106,101,120,120
120,748,52,48,53,748,748,750,65,58,30,240,266,234,30,97,86,120,120
120,756,60,43,46,747,742,756,52,49,30,234,343,304,30,151,112,120,120
120,746,32,30,39,742,740,751,63,60,21,238,287,263,21,121,112,120,120
120,747,46,46,40,742,739,759,56,51,28,232,315,246,28,156,122,120,120
120,751,47,37,52,741,741,747,63,43,36,240,301,251,36,112,113,120,120
120,747,34,50,51,747,745,747,59,57,23,224,336,296,23,128,84,120,120
120,755,58,41,49,747,743,757,60,43,23,240,343,300,23,163,124,120,120
120,755,60,45,44,749,750,763,62,59,24,220,357,306,24,145,117,120,120
120,756,66,40,51,747,745,754,70,60,23,236,329,241,23,168,124,120,120
118,747,61,37,62,746,741,751,57,50,19,226,315,266,19,135,119,118,120
116,750,54,33,26,738,738,756,57,58,19,236,238,204,19,111,68,116,120
120,748,52,30,33,735,734,754,42,45,27,240,266,202,27,151,121,120,120
120,750,47,26,35,739,739,766,81,43,18,232,287,233,18,126,115,120,120
120,744,41,39,53,742,741,748,62,39,21,240,259,228,21,132,119,120,120
120,750,61,39,53,746,743,759,70,54,19,236,336,312,19,148,120,120,120
120,759,56,52,52,745,742,751,79,47,35,239,259,209,35,146,113,120,120
120,744,46,33,41,740,737,746,45,49,22,240,266,247,22,118,110,120,120
120,747,51,44,38,738,737,749,72,39,24,216,273,219,24,129,117,120,120
120,752,45,41,49,750,748,760,55,32,30,224,336,265,30,137,116,120,120
120,749,43,39,48,744,742,754,68,68,30,240,385,304,30,146,105,120,120
120,743,46,33,48,738,737,747,97,71,21,234,224,186,21,121,98,120,120
106,751,52,50,47,743,740,757,48,43,24,206,371,298,24,139,105,106,106
120,749,43,32,41,745,746,755,71,54,24,206,322,284,24,128,120,120,120
120,748,52,52,44,748,742,752,68,65,28,238,280,271,28,138,119,120,120
120,745,49,28,32,743,737,760,60,77,18,240,294,291,18,129,110,120,120
120,753,44,43,51,746,745,760,57,69,31,220,343,282,31,152,116,120,120
120,747,61,37,45,742,740,753,56,44,25,240,357,282,25,135,121,120,120
120,747,56,40,37,737,737,750,72,51,25,208,280,205,25,110,98,120,120
