qiskit,shp_reduced,gleinig,topdown,dcsp,bdsp,merge,cvoqram,pivot,isometry
1013,4063,2050,2026,3808,2753,2050,2614,19823,1013
1013,4313,2032,2026,3668,2752,2032,2665,18946,1013
1013,4104,1994,2026,3304,2483,1994,2516,18269,1013
1013,3961,1893,2026,3570,2632,1893,2581,20710,1013
1013,4148,2092,2026,3542,2669,2092,2682,21162,1013
1013,4038,2095,2026,3962,2667,2095,2681,18024,1013
1013,3929,2108,2026,3703,2737,2108,2695,19847,1013
1013,4304,2104,2026,3647,2665,2104,2695,19386,1013
1013,4057,1908,2026,3668,2556,1908,2614,18503,1013
1013,4192,2159,2026,3598,2767,2159,2657,20265,1013
1013,4573,2113,2026,3738,2736,2113,2785,20961,1013
1013,3955,2229,2026,3444,2551,2229,2609,20500,1013
1013,3946,1962,2026,3724,2660,1962,2527,19165,1013
1013,3930,2013,2026,3759,2748,2013,2726,20087,1013
1013,3936,2039,2026,3850,2712,2039,2633,19390,1013
1013,3881,1942,2026,3486,2689,1942,2549,19816,1013
1013,3813,2060,2026,3738,2637,2060,2637,17587,1013
1013,4317,2053,2026,3843,2688,2053,2674,18953,1013
1013,3981,2135,2026,3738,2691,2135,2713,18944,1013
1013,3905,2223,2026,3626,2638,2223,2615,20058,1013
1013,4142,2028,2026,3353,2609,2028,2582,19130,1013
1013,3962,2063,2026,3731,2667,2063,2726,19133,1013
1013,4096,1990,2026,3759,2718,1990,2749,20052,1013
1013,4010,2059,2026,3612,2610,2059,2519,19618,1013
1013,4362,2140,2026,3871,2714,2140,2644,20059,1013
1013,4124,2048,2026,3661,2753,2048,2740,20063,1013
1013,4058,2084,2026,3521,2487,2084,2529,20035,1013
1013,4020,1991,2026,3724,2682,1991,2656,18691,1013
1013,3447,1902,2026,3507,2683,1902,2573,18926,1013
1013,3944,2030,2026,3689,2656,2030,2669,20063,1013
1013,4099,2084,2026,3801,2701,2084,2758,20274,1013
1013,4242,2021,2026,3843,2724,2021,2667,20044,1013
1013,4034,2042,2026,3619,2668,2042,2693,19592,1013
1013,4242,2110,2026,3871,2748,2110,2747,19383,1013
1013,3580,1934,2026,3647,2714,1934,2586,19148,1013
1013,4040,2001,2026,3549,2722,2001,2718,18932,1013
1013,4187,2159,2026,3927,2750,2159,2689,20269,1013
1013,3967,2128,2026,3661,2774,2128,2528,18711,1013
1013,4349,2119,2026,3724,2765,2119,2691,19146,1013
1013,3995,2067,2026,3661,2728,2067,2637,19839,1013
1013,4512,2105,2026,3661,2797,2105,2603,20047,1013
1013,4291,2159,2026,3647,2787,2159,2673,18487,1013
1013,4086,2051,2026,4025,2747,2051,2750,19611,1013
1013,3934,2154,2026,3745,2721,2154,2680,19586,1013
1013,3877,2106,2026,3458,2500,2106,2762,19605,1013
1013,4332,1992,2026,3682,2665,1992,2795,20719,1013
1013,4381,2113,2026,3724,2731,2113,2611,19162,1013
1013,4164,2097,2026,4032,2777,2097,2781,20726,1013
1013,4148,2000,2026,3731,2759,2000,2638,18708,1013
1013,4030,1991,2026,3549,2693,1991,2712,20500,1013
1013,3943,2013,2026,3745,2767,2013,2660,19824,1013
1013,4190,1980,2026,3689,2642,1980,2633,18705,1013
1013,4202,1998,2026,3402,2619,1998,2794,20935,1013
1013,4487,2006,2026,3507,2513,2006,2653,20285,1013
1013,3769,1980,2026,3710,2535,1980,2673,19610,1013
1013,3990,2130,2026,3773,2704,2130,2626,19155,1013
1013,3807,2099,2026,3731,2737,2099,2703,20299,1013
1013,4244,2146,2026,3640,2700,2146,2674,20296,1013
1013,3910,2026,2026,3556,2731,2026,2668,20266,1013
1013,4061,1964,2026,3535,2474,1964,2781,19408,1013
1013,3921,2013,2026,3759,2727,2013,2640,20045,1013
1013,4198,2031,2026,3906,2745,2031,2736,19365,1013
1013,4077,1918,2026,3724,2634,1918,2602,19160,1013
1013,4058,2033,2026,3633,2705,2033,2630,21611,1013
1013,3905,2014,2026,3710,2756,2014,2786,20708,1013
1013,4194,1996,2026,3745,2704,1996,2642,19383,1013
1013,4268,1886,2026,3521,2672,1886,2488,20046,1013
1013,3918,2018,2026,3724,2718,2018,2740,19861,1013
1013,4349,2029,2026,3808,2708,2029,2666,19590,1013
1013,3717,1964,2026,3584,2787,1964,2696,20521,1013
1013,3922,1968,2026,3759,2586,1968,2586,19366,1013
1013,3849,2002,2026,3899,2795,2002,2719,19617,1013
1013,3906,2124,2026,3423,2548,2124,2655,19846,1013
1013,4043,2099,2026,3815,2686,2099,2681,20041,1013
1013,3922,2003,2026,3556,2640,2003,2548,19383,1013
1013,3940,2134,2026,3675,2767,2134,2602,19607,1013
1013,4026,2122,2026,3752,2735,2122,2557,19820,1013
1013,4269,2225,2026,3675,2649,2225,2712,19150,1013
1013,4162,2053,2026,3528,2728,2053,2575,18931,1013
1013,3999,2083,2026,3409,2574,2083,2445,19373,1013
1013,4240,2017,2026,3794,2716,2017,2821,20722,1013
1013,3759,2110,2026,3444,2447,2110,2633,19839,1013
1013,4046,2090,2026,3836,2680,2090,2748,18928,1013
